timestamp,consumption_mwh,expected_adjusted,deviation_pct,is_anomaly,detected,anomaly_score
2022-01-01 00:00:00,600.01,993.3231314597547,-39.59568835186137,0,0,0
2022-01-01 01:00:00,540.71,948.4018150709671,-42.98724534183439,0,0,0
2022-01-01 02:00:00,485.81,903.2005507799406,-46.21238886751247,0,1,1
2022-01-01 03:00:00,504.19,854.1223767666006,-40.96981723992742,0,0,0
2022-01-01 04:00:00,530.31,856.7423803809029,-38.10157964121874,0,0,0
2022-01-01 05:00:00,520.6,893.1431344614866,-41.711470433695766,0,0,0
2022-01-01 06:00:00,570.81,950.2679796403919,-39.93168114366955,0,0,0
2022-01-01 07:00:00,619.65,1016.8888774943161,-39.06413830320772,0,0,0
2022-01-01 08:00:00,684.14,1044.0294513942436,-34.47119723621121,0,0,0
2022-01-01 09:00:00,748.28,1063.336534534983,-29.629051979556326,0,0,0
2022-01-01 10:00:00,829.06,1083.2646065243794,-23.466529321952738,0,0,0
2022-01-01 11:00:00,861.48,1087.583974658903,-20.789564753362193,0,0,0
2022-01-01 12:00:00,811.23,1062.9219622923486,-23.679251273493076,0,0,0
2022-01-01 13:00:00,804.67,1084.4687553900321,-25.800536345503268,0,0,0
2022-01-01 14:00:00,820.36,1119.4264870015097,-26.71604526730359,0,0,0
2022-01-01 15:00:00,826.99,1126.7186101216432,-26.601904630765244,0,0,0
2022-01-01 16:00:00,901.62,1143.5536102365932,-21.156298058167888,0,0,0
2022-01-01 17:00:00,958.5,1217.618954899835,-21.280791815626003,0,0,0
2022-01-01 18:00:00,1055.37,1284.75529327951,-17.854395656465705,0,0,0
2022-01-01 19:00:00,1084.83,1284.152089836919,-15.521688701392995,0,0,0
2022-01-01 20:00:00,972.87,1258.1327089947392,-22.67349914323959,0,0,0
2022-01-01 21:00:00,906.0,1220.3703250029575,-25.7602400322374,0,0,0
2022-01-01 22:00:00,801.44,1168.2493228465296,-31.398205474904135,0,0,0
2022-01-01 23:00:00,750.5,1106.1711265832662,-32.153354760023504,0,0,0
2022-01-02 00:00:00,866.86,1053.34857105136,-17.704355061233297,0,0,0
2022-01-02 01:00:00,794.86,1000.6106296355606,-20.56250688746915,0,0,0
2022-01-02 02:00:00,701.77,958.513787396869,-26.78561234827238,0,0,0
2022-01-02 03:00:00,714.4,925.9418858494031,-22.84612987945214,0,0,0
2022-01-02 04:00:00,747.51,930.0999628547424,-19.63121923952364,0,0,0
2022-01-02 05:00:00,734.2,919.9413352983886,-20.19056304695149,0,0,0
2022-01-02 06:00:00,769.81,948.4221113557138,-18.832554536333863,0,0,0
2022-01-02 07:00:00,913.05,973.2663903984883,-6.187040977941681,0,0,0
2022-01-02 08:00:00,1064.93,1051.9693816597362,1.2320337992932222,0,0,0
2022-01-02 09:00:00,1108.27,1113.7672176419583,-0.49356971141571815,0,0,0
2022-01-02 10:00:00,1073.66,1144.4858938971875,-6.188446207581643,0,0,0
2022-01-02 11:00:00,1262.98,1179.083148458861,7.115431312100235,0,1,1
2022-01-02 12:00:00,1151.52,1155.2193163908396,-0.32022632744725,0,0,0
2022-01-02 13:00:00,1190.11,1164.4154877801461,2.206644663309835,0,0,0
2022-01-02 14:00:00,1212.09,1156.5362605226076,4.8034585143304644,0,0,0
2022-01-02 15:00:00,1198.51,1150.0164665577684,4.216768616138392,0,0,0
2022-01-02 16:00:00,1197.32,1172.2372673502036,2.139731720566676,0,0,0
2022-01-02 17:00:00,1320.0,1237.9929413634948,6.624194363029622,0,0,0
2022-01-02 18:00:00,1320.0,1309.4370271299279,0.806680478039059,0,0,0
2022-01-02 19:00:00,1320.0,1323.5808569941441,-0.27054312361968413,0,0,0
2022-01-02 20:00:00,1283.38,1323.672267613145,-3.0439761109296546,0,0,0
2022-01-02 21:00:00,1238.16,1275.7107950912377,-2.9435194274225815,0,0,0
2022-01-02 22:00:00,1131.82,1210.4577562982686,-6.4965304149690235,0,0,0
2022-01-02 23:00:00,964.77,1132.0120825779154,-14.773877872138726,0,0,0
2022-01-03 00:00:00,972.35,1146.4613060168604,-15.18684539138731,0,0,0
2022-01-03 01:00:00,921.94,1110.662776378002,-16.991906129549825,0,0,0
2022-01-03 02:00:00,841.83,1052.6053837274637,-20.024159764514067,0,0,0
2022-01-03 03:00:00,839.5,1021.170211959402,-17.7903947678631,0,0,0
2022-01-03 04:00:00,854.59,1026.8287952346873,-16.773857144834075,0,0,0
2022-01-03 05:00:00,918.42,1072.4946839250292,-14.366009103295433,0,0,0
2022-01-03 06:00:00,1091.32,1147.674567314659,-4.910326404332381,0,0,0
2022-01-03 07:00:00,1236.34,1221.908920365027,1.1810274394806721,0,0,0
2022-01-03 08:00:00,1297.41,1269.9861468684812,2.159382068784003,0,0,0
2022-01-03 09:00:00,1314.4,1293.2639664875965,1.6343170505096063,0,0,0
2022-01-03 10:00:00,1320.0,1293.806051549091,2.0245653063337086,0,0,0
2022-01-03 11:00:00,1292.28,1290.5029340793535,0.1377033615126358,0,0,0
2022-01-03 12:00:00,1294.92,1253.5901636839312,3.296917725854889,0,0,0
2022-01-03 13:00:00,1320.0,1279.4420779336117,3.1699693769562574,0,0,0
2022-01-03 14:00:00,1320.0,1308.8550645723628,0.8515026399258734,0,0,0
2022-01-03 15:00:00,1320.0,1317.724821563784,0.17265960229207905,0,0,0
2022-01-03 16:00:00,1320.0,1308.6582941213746,0.8666667173221192,0,0,0
2022-01-03 17:00:00,1320.0,1350.8025835597778,-2.280317193249922,0,0,0
2022-01-03 18:00:00,1320.0,1407.310602560096,-6.204074807740785,0,0,0
2022-01-03 19:00:00,1320.0,1410.200291298331,-6.3962751855118505,0,0,0
2022-01-03 20:00:00,1320.0,1386.0769576095033,-4.767192560755277,0,0,0
2022-01-03 21:00:00,1320.0,1342.5969161724342,-1.6830752327999576,0,0,0
2022-01-03 22:00:00,1198.07,1271.9708369367204,-5.809947428880948,0,0,0
2022-01-03 23:00:00,1061.35,1185.1906614530699,-10.44900752940785,0,0,0
2022-01-04 00:00:00,932.52,1105.0195189207825,-15.610540444503116,0,0,0
2022-01-04 01:00:00,881.16,1044.687144053849,-15.653216849141186,0,0,0
2022-01-04 02:00:00,783.48,1013.4947015139292,-22.695205132334664,0,0,0
2022-01-04 03:00:00,780.7,974.3747214847465,-19.87682122845162,0,0,0
2022-01-04 04:00:00,771.13,976.2768626419465,-21.013184936780068,0,0,0
2022-01-04 05:00:00,872.34,1031.771352982914,-15.452198059384791,0,0,0
2022-01-04 06:00:00,1057.17,1116.5168487938677,-5.315356311727657,0,0,0
2022-01-04 07:00:00,1213.44,1215.6754159465468,-0.18388263159917353,0,0,0
2022-01-04 08:00:00,1320.0,1259.1234884943788,4.834832489576976,0,0,0
2022-01-04 09:00:00,1320.0,1277.62937735983,3.316346930572874,0,0,0
2022-01-04 10:00:00,1266.58,1269.7956828775443,-0.2532441180030778,0,0,0
2022-01-04 11:00:00,1307.27,1279.6591425110869,2.1576728186173124,0,0,0
2022-01-04 12:00:00,1320.0,1245.9386525209957,5.94422103601576,0,0,0
2022-01-04 13:00:00,1320.0,1274.7174627707234,3.5523587423718648,0,0,0
2022-01-04 14:00:00,1320.0,1288.208319340489,2.467899033270263,0,0,0
2022-01-04 15:00:00,1320.0,1285.9262876301157,2.649740712018581,0,0,0
2022-01-04 16:00:00,1320.0,1289.2035110002143,2.388799653197697,0,0,0
2022-01-04 17:00:00,1320.0,1339.07985626487,-1.424848277390257,0,0,0
2022-01-04 18:00:00,1320.0,1394.836846169041,-5.365275972927058,0,0,0
2022-01-04 19:00:00,1320.0,1398.6448618922368,-5.622932885610261,0,0,0
2022-01-04 20:00:00,1320.0,1383.6243485316486,-4.598383123220477,0,0,0
2022-01-04 21:00:00,1273.73,1337.7428125909482,-4.785135975948009,0,0,0
2022-01-04 22:00:00,1161.8,1273.4030045099678,-8.764154326219375,0,0,0
2022-01-04 23:00:00,1078.28,1210.5791686709745,-10.928584606012853,0,0,0
2022-01-05 00:00:00,951.56,1126.43949984648,-15.524979359327684,0,0,0
2022-01-05 01:00:00,895.03,1075.4774155934467,-16.778354708069454,0,0,0
2022-01-05 02:00:00,816.5,1021.7591735818019,-20.088801636325005,0,0,0
2022-01-05 03:00:00,763.75,990.6904696423406,-22.90730319877517,0,0,0
2022-01-05 04:00:00,826.5,1003.8087484650817,-17.66359864229153,0,0,0
2022-01-05 05:00:00,919.05,1058.9123308844007,-13.208112400352173,0,0,0
2022-01-05 06:00:00,1097.54,1145.7891627358904,-4.210998349878099,0,0,0
2022-01-05 07:00:00,1319.54,1234.0143636195462,6.930684026204885,0,1,2
2022-01-05 08:00:00,1320.0,1276.0909819654687,3.4409002692661836,0,0,0
2022-01-05 09:00:00,1320.0,1293.3855724660552,2.0577334478225175,0,0,0
2022-01-05 10:00:00,1320.0,1281.5103159678183,3.003462676233989,0,0,0
2022-01-05 11:00:00,1320.0,1285.2578422891156,2.7031274634361826,0,0,0
2022-01-05 12:00:00,1265.37,1242.7416479523076,1.8208412090298485,0,0,0
2022-01-05 13:00:00,1265.85,1268.274401999035,-0.19115752830884392,0,0,0
2022-01-05 14:00:00,1320.0,1304.7733808625062,1.1669933921727011,0,0,0
2022-01-05 15:00:00,1320.0,1304.5177985480154,1.1868141216023977,0,0,0
2022-01-05 16:00:00,1278.54,1302.1581056536668,-1.8137663584108958,0,0,0
2022-01-05 17:00:00,1320.0,1335.7995063417866,-1.1827752792823698,0,0,0
2022-01-05 18:00:00,1320.0,1394.0486044462573,-5.31176633369041,0,0,0
2022-01-05 19:00:00,1320.0,1403.2453960322987,-5.932347703949468,0,0,0
2022-01-05 20:00:00,1320.0,1382.6687079624426,-4.53244566840554,0,0,0
2022-01-05 21:00:00,1320.0,1343.575663769489,-1.7546956531905262,0,0,0
2022-01-05 22:00:00,1171.85,1266.6773479795163,-7.48630644818714,0,0,0
2022-01-05 23:00:00,1085.81,1186.4787937116066,-8.484668604711352,0,0,0
2022-01-06 00:00:00,917.24,1099.538291988049,-16.579531001002227,0,0,0
2022-01-06 01:00:00,859.8,1059.2944354909305,-18.832765358431693,0,0,0
2022-01-06 02:00:00,813.73,995.2135211972588,-18.235636607803627,0,0,0
2022-01-06 03:00:00,847.43,974.8198368595583,-13.068039040932172,0,0,0
2022-01-06 04:00:00,796.79,972.7234501818295,-18.086687449443378,0,0,0
2022-01-06 05:00:00,870.94,1008.5021154739047,-13.640240646323576,0,0,0
2022-01-06 06:00:00,1060.03,1103.0916581119473,-3.9037243909224784,0,0,0
2022-01-06 07:00:00,1249.95,1191.5735234570457,4.899108229057488,0,0,0
2022-01-06 08:00:00,1278.25,1233.6943127442605,3.6115662360985277,0,0,0
2022-01-06 09:00:00,1320.0,1260.3785743405497,4.730437891698152,0,0,0
2022-01-06 10:00:00,1320.0,1277.658087953998,3.3140252815060354,0,0,0
2022-01-06 11:00:00,1320.0,1282.4559699273889,2.9275102578949994,0,0,0
2022-01-06 12:00:00,1320.0,1250.6483275914547,5.545257677840204,0,0,0
2022-01-06 13:00:00,1286.99,1271.4110664322102,1.2253262519970731,0,0,0
2022-01-06 14:00:00,1320.0,1299.7680617726971,1.5565806563756768,0,0,0
2022-01-06 15:00:00,1301.4,1287.1607847161592,1.106249930305392,0,0,0
2022-01-06 16:00:00,1320.0,1292.426436078818,2.1334726024979362,0,0,0
2022-01-06 17:00:00,1320.0,1348.8464748224042,-2.1386032703389932,0,0,0
2022-01-06 18:00:00,1320.0,1398.4058245928345,-5.60680048766698,0,0,0
2022-01-06 19:00:00,1320.0,1419.6536739888838,-7.0195763808282265,0,0,0
2022-01-06 20:00:00,1320.0,1396.16882393392,-5.455559716575157,0,0,0
2022-01-06 21:00:00,1267.5,1336.603833154373,-5.170105863851113,0,0,0
2022-01-06 22:00:00,1198.46,1282.0661828349625,-6.521206467679286,0,0,0
2022-01-06 23:00:00,1068.73,1205.6462057647127,-11.3562507068871,0,0,0
2022-01-07 00:00:00,928.32,1121.9469542845895,-17.258120229762188,0,0,0
2022-01-07 01:00:00,888.34,1067.0596477110912,-16.748796385886756,0,0,0
2022-01-07 02:00:00,875.7,1023.715098631948,-14.458622211370079,0,0,0
2022-01-07 03:00:00,788.81,1001.2518454758723,-21.21762336177304,0,0,0
2022-01-07 04:00:00,809.61,998.3598482438179,-18.905993522860673,0,0,0
2022-01-07 05:00:00,883.6,1048.0111269044314,-15.687918065341696,0,0,0
2022-01-07 06:00:00,1127.06,1130.703651218158,-0.3222463475936081,0,1,2
2022-01-07 07:00:00,1214.06,1210.5096150461713,0.2932967164984624,0,0,0
2022-01-07 08:00:00,1320.0,1257.927674098282,4.934490843936088,0,0,0
2022-01-07 09:00:00,1311.81,1277.521098467676,2.684018414525742,0,0,0
2022-01-07 10:00:00,1320.0,1279.2002642908724,3.189472113793304,0,0,0
2022-01-07 11:00:00,1320.0,1290.191018241102,2.310431659920878,0,0,0
2022-01-07 12:00:00,1284.65,1234.5786633415387,4.055742914180712,0,0,0
2022-01-07 13:00:00,1221.76,1256.1496271236006,-2.7377014951911267,0,0,0
2022-01-07 14:00:00,1285.45,1287.4513941842918,-0.1554539606957172,0,0,0
2022-01-07 15:00:00,1320.0,1282.613662529267,2.9148557015218843,0,0,0
2022-01-07 16:00:00,1320.0,1289.6447626754223,2.353767347653513,0,0,0
2022-01-07 17:00:00,1320.0,1337.3373817806166,-1.2964104658117404,0,0,0
2022-01-07 18:00:00,1320.0,1384.7182249610573,-4.673746889037834,0,0,0
2022-01-07 19:00:00,1320.0,1403.375664005061,-5.941079508755137,0,0,0
2022-01-07 20:00:00,1320.0,1374.82405054319,-3.9877139566717,0,0,0
2022-01-07 21:00:00,1226.95,1323.4878587029702,-7.294200552589741,0,0,0
2022-01-07 22:00:00,1149.98,1250.1763256007075,-8.014575508183883,0,0,0
2022-01-07 23:00:00,1050.66,1161.6602340502204,-9.555309788233798,0,0,0
2022-01-08 00:00:00,772.5,993.1556884787375,-22.217633251109504,0,1,2
2022-01-08 01:00:00,735.54,950.4112593179811,-22.608240086736096,0,0,0
2022-01-08 02:00:00,674.52,908.7991505066675,-25.778979918285994,0,0,0
2022-01-08 03:00:00,641.77,888.3116453240738,-27.75395849213825,0,0,0
2022-01-08 04:00:00,643.72,890.2295366055152,-27.69055917257778,0,0,0
2022-01-08 05:00:00,718.83,877.0682626586166,-18.04172712611402,0,0,0
2022-01-08 06:00:00,741.25,900.7321111493284,-17.705831642421433,0,0,0
2022-01-08 07:00:00,842.23,936.2282477800786,-10.040099516646812,0,0,0
2022-01-08 08:00:00,941.19,1016.6377513331935,-7.421301366612947,0,0,0
2022-01-08 09:00:00,1052.37,1060.1788068767105,-0.7365556476001789,0,0,0
2022-01-08 10:00:00,1057.21,1102.3411157268042,-4.094115250073747,0,0,0
2022-01-08 11:00:00,1137.99,1107.584104758385,2.7452448180671594,0,0,0
2022-01-08 12:00:00,979.66,1084.0273929471787,-9.627744983771292,0,0,0
2022-01-08 13:00:00,1098.39,1088.0296580628337,0.9522113538349943,0,0,0
2022-01-08 14:00:00,1060.27,1081.9779719783353,-2.0063229141942247,0,0,0
2022-01-08 15:00:00,986.8,1076.9678010995904,-8.37237668642726,0,0,0
2022-01-08 16:00:00,1053.99,1110.6030681813781,-5.097506913436005,0,0,0
2022-01-08 17:00:00,1217.62,1175.1659925437666,3.612596665117687,0,0,0
2022-01-08 18:00:00,1236.92,1245.1069365893652,-0.6575287912049577,0,0,0
2022-01-08 19:00:00,1264.35,1260.7076708110235,0.28891147990186167,0,0,0
2022-01-08 20:00:00,1139.1,1258.9555126546616,-9.52023415044521,0,0,0
2022-01-08 21:00:00,1136.9,1220.6565001048807,-6.861594567979126,0,0,0
2022-01-08 22:00:00,1017.74,1158.1097836039605,-12.120593884211832,0,0,0
2022-01-08 23:00:00,883.34,1083.9538940673597,-18.507603982544758,0,0,0
2022-01-09 00:00:00,794.01,1010.559757055716,-21.42869390392485,0,0,0
2022-01-09 01:00:00,744.86,970.8818861917613,-23.280060057389836,0,0,0
2022-01-09 02:00:00,688.69,919.7454240037594,-25.121671494482467,0,0,0
2022-01-09 03:00:00,675.01,889.1023246395714,-24.07960464239717,0,0,0
2022-01-09 04:00:00,667.23,897.4354685803487,-25.651478756964025,0,0,0
2022-01-09 05:00:00,688.4,885.414053796492,-22.251064680047953,0,0,0
2022-01-09 06:00:00,754.88,910.4092101881965,-17.083439891391926,0,0,0
2022-01-09 07:00:00,860.64,961.1834610527511,-10.460381927777798,0,0,0
2022-01-09 08:00:00,1001.36,1037.587661005284,-3.4915277394667723,0,0,0
2022-01-09 09:00:00,1065.87,1087.2239582823236,-1.96408091632383,0,0,0
2022-01-09 10:00:00,1099.56,1117.2530857616453,-1.5836237990413524,0,0,0
2022-01-09 11:00:00,1074.15,1135.0821540187362,-5.368083164994448,0,0,0
2022-01-09 12:00:00,1150.56,1126.1779742811036,2.1650242036087244,0,0,0
2022-01-09 13:00:00,1124.67,1128.7187910088676,-0.35870679580417314,0,0,0
2022-01-09 14:00:00,1043.49,1107.945966965724,-5.817609241563133,0,0,0
2022-01-09 15:00:00,1053.32,1101.387628863072,-4.364278988015397,0,0,0
2022-01-09 16:00:00,1112.78,1127.894561594445,-1.3400686650247047,0,0,0
2022-01-09 17:00:00,1232.56,1166.4838041244936,5.664561791760144,0,0,0
2022-01-09 18:00:00,1239.43,1236.0783753129133,0.27114985214738546,0,0,0
2022-01-09 19:00:00,1217.82,1242.4641219865089,-1.9834876154899972,0,0,0
2022-01-09 20:00:00,1126.43,1227.2185182296944,-8.212760542033319,0,0,0
2022-01-09 21:00:00,1065.45,1173.1771884040431,-9.182516457773279,0,0,0
2022-01-09 22:00:00,988.21,1111.955212639566,-11.12861482485602,0,0,0
2022-01-09 23:00:00,849.73,1040.887229052641,-18.36483566299703,0,0,0
2022-01-10 00:00:00,868.96,1068.477442187469,-18.6730607788033,0,0,0
2022-01-10 01:00:00,834.02,1024.4149652598906,-18.585726655368415,0,0,0
2022-01-10 02:00:00,771.5,977.1921752118409,-21.049306413781903,0,0,0
2022-01-10 03:00:00,751.98,945.838644419931,-20.49595304269067,0,0,0
2022-01-10 04:00:00,787.71,931.3777934451463,-15.425297280679432,0,0,0
2022-01-10 05:00:00,902.99,1001.6943959852181,-9.853743455171994,0,0,0
2022-01-10 06:00:00,1012.32,1083.2188403376017,-6.545200073837799,0,0,0
2022-01-10 07:00:00,1131.25,1181.0745795680612,-4.218580302209437,0,0,0
2022-01-10 08:00:00,1207.87,1228.3018697606904,-1.6634241356867099,0,0,0
2022-01-10 09:00:00,1280.08,1242.5252313614383,3.0224552138400274,0,0,0
2022-01-10 10:00:00,1277.73,1247.7867523864975,2.3997087287738506,0,0,0
2022-01-10 11:00:00,1213.83,1263.257551024095,-3.9127057648715566,0,0,0
2022-01-10 12:00:00,1240.07,1229.642717461545,0.8479928673900304,0,0,0
2022-01-10 13:00:00,1314.15,1249.8165821263487,5.147428734238671,0,0,0
2022-01-10 14:00:00,1312.91,1277.749728725944,2.751733808553794,0,0,0
2022-01-10 15:00:00,1295.15,1276.9200627091766,1.4276490614569848,0,0,0
2022-01-10 16:00:00,1302.14,1276.0760369782126,2.0425086175513276,0,0,0
2022-01-10 17:00:00,1320.0,1335.958794191979,-1.1945573666911837,0,0,0
2022-01-10 18:00:00,1320.0,1375.5280008822338,-4.03684991120641,0,0,0
2022-01-10 19:00:00,1320.0,1383.010362617746,-4.556029681403166,0,0,0
2022-01-10 20:00:00,1320.0,1379.3873861653815,-4.305345022073534,0,0,0
2022-01-10 21:00:00,1320.0,1329.635862654314,-0.7246993650636196,0,0,0
2022-01-10 22:00:00,1233.04,1267.8899245655123,-2.7486553753832283,0,0,0
2022-01-10 23:00:00,1075.08,1186.8452524625723,-9.417002952210646,0,0,0
2022-01-11 00:00:00,953.24,1112.2771536044474,-14.29833860104663,0,0,0
2022-01-11 01:00:00,834.1,1065.042848876433,-21.6839021190618,0,0,0
2022-01-11 02:00:00,818.03,1007.8606731256777,-18.835011444285847,0,0,0
2022-01-11 03:00:00,736.0,968.6974840924036,-24.021687669646788,0,0,0
2022-01-11 04:00:00,751.39,981.2081460164275,-23.421956589889525,0,0,0
2022-01-11 05:00:00,849.6,1036.7659343665268,-18.0528630583225,0,0,0
2022-01-11 06:00:00,1038.97,1125.8212609047266,-7.71448043492549,0,0,0
2022-01-11 07:00:00,1210.29,1213.8666010905001,-0.29464531665069743,0,0,0
2022-01-11 08:00:00,1271.46,1241.550016451041,2.409084060459873,0,0,0
2022-01-11 09:00:00,1267.79,1260.5775368979207,0.5721554518437613,0,0,0
2022-01-11 10:00:00,1320.0,1275.532569526198,3.4861854205980576,0,0,0
2022-01-11 11:00:00,1320.0,1273.6460385995356,3.6394696796163153,0,0,0
2022-01-11 12:00:00,1146.15,1216.8069165006305,-5.806748428405547,0,0,0
2022-01-11 13:00:00,1223.14,1234.794446213146,-0.9438369478327124,0,0,0
