timestamp,temperature_c,temperature_f,feels_like_c,humidity_pct,wind_speed_ms,wind_speed_mph,cloud_cover_pct,precip_prob_pct,precipitation_mm,dew_point_c,pressure_hpa,uv_index,is_heat_wave,is_cold_snap,is_storm,is_extreme_weather
2022-01-01 00:00:00,-33.28770914080267,-27.917876453444805,-37.09760218666859,89.87227530256492,7.619786091731839,17.045461487204125,50.0,24.997708398511335,0.0,-35.31325408028969,1013.3120191139652,-0.0,0,0,0,0
2022-01-01 01:00:00,-33.33010969637088,-27.994197453467585,-37.11524674795838,83.82168272304608,7.570274103174988,16.93470316880245,41.6339182166593,15.831930052653982,0.0,-36.56577315176167,1014.7552790932419,-0.0,0,0,0,0
2022-01-01 02:00:00,-32.24678759749258,-26.044217675486642,-35.59619979037643,85.48022491799132,6.698824385767713,14.985270150962375,40.85102854277676,14.081788706619703,0.0,-35.150742613894316,1012.9484881315648,-0.0,0,0,0,0
2022-01-01 03:00:00,-30.0222241791584,-22.040003522485122,-33.343465391916524,92.42076807696452,6.642482425516249,14.85923318587985,32.67678735731947,0.0,0.0,-31.538070563765494,1018.4202227582816,-0.0,0,0,0,0
2022-01-01 04:00:00,-29.38540171427953,-20.89372308570315,-33.209063190754854,82.89093148328043,7.647322952950647,17.1070614457506,44.73521811751288,6.257045206485055,0.0,-32.807215417623446,1024.759404519465,-0.0,0,0,0,0
2022-01-01 05:00:00,-28.558256391019157,-19.404861503834482,-31.723587966353705,94.66760110020302,6.330663150669094,14.161693468046764,31.107247524122915,25.017558347626668,0.0,-29.624736170978554,1020.2677934059051,-0.0,0,0,0,0
2022-01-01 06:00:00,-25.810632871715654,-14.459139169088175,-29.224582494335934,87.01793926623606,6.8278992452405625,15.274010611603138,5.0483941085080914,0.0,0.0,-28.407045018468445,1011.4252181965969,-0.0,0,0,0,0
2022-01-01 07:00:00,-23.947463853456178,-11.105434936221123,-28.07180287960022,71.73920762838353,8.248678052288083,18.452292802968444,12.973520117971898,0.0,0.0,-29.59962232777947,1015.6932366396813,-0.0,0,0,0,0
2022-01-01 08:00:00,-23.437848090947114,-10.188126563704806,-26.283217201439093,89.65040479568627,5.690738220983957,12.730181400341113,8.100481387840485,0.0,0.0,-25.50776713180986,1009.19461858157,0.0,0,0,0,0
2022-01-01 09:00:00,-22.051754316872874,-7.693157770371172,-24.806727116091906,78.66453736746588,5.509945598438069,12.32574830370596,0.0,0.0,0.0,-26.318846843379696,1019.2448621208385,0.0,0,0,0,0
2022-01-01 10:00:00,-21.93010706554742,-7.4741927179853604,-25.49668372242996,72.01825644616868,7.133153313765076,15.956863962892475,3.1318540078081285,0.0,0.0,-27.526455776313686,1013.2394731636189,0.0,0,0,0,0
2022-01-01 11:00:00,-22.072215582362865,-7.729988048253162,-24.684582577585275,78.81996474439026,5.2247339904448165,11.687729936625056,7.0125800135151835,0.0,0.0,-26.308222633484814,1017.1807514431908,0.0,0,0,0,0
2022-01-01 12:00:00,-21.80368278654358,-7.246629015778446,-24.506660953403248,87.02510963717442,5.405956333719341,12.093124318530165,0.0,0.0,0.0,-24.398660859108695,1014.8452715978797,0.0,0,0,0,0
2022-01-01 13:00:00,-24.03604234042068,-11.264876212757223,-27.99896625240299,81.56847211263256,7.925847823964624,17.730121582208863,10.69213304530169,0.0,0.0,-27.722347917894165,1000.5433309724144,0.0,0,0,0,0
2022-01-01 14:00:00,-26.306071291855375,-15.350928325339673,-29.72739605957128,96.37696397144167,6.84264953543181,15.307007010760959,18.24168987174584,4.973613881169197,0.0,-27.03067849756704,1013.0766934204722,0.0,0,0,0,0
2022-01-01 15:00:00,-27.620034598538744,-17.716062277369744,-30.54380043405652,89.67532287825759,5.847531671035551,13.080928348106527,36.1632537445295,0.0,0.0,-29.684970022887228,1014.5435612979222,0.0,0,0,0,0
2022-01-01 16:00:00,-29.59951377957415,-21.279124803233472,-32.960781459884466,85.0313572238087,6.722535360620633,15.038311601708356,27.9605877974479,24.054672784722896,0.0,-32.59324233481241,1015.2925234211868,0.0,0,0,0,0
2022-01-01 17:00:00,-30.37508811247938,-22.675158602462886,-32.88585991373948,69.92686322882811,5.0215436025202,11.233193038837689,26.727215794627313,1.6785175587713077,0.0,-36.38971546671375,1008.6339766500388,-0.0,0,0,0,0
2022-01-01 18:00:00,-32.48264082660542,-26.46875348788975,-35.279709358701844,79.4439952732015,5.594137064192846,12.514084612599396,26.3878118673705,0.0,0.0,-36.59384177196512,1006.6447611012994,-0.0,0,0,0,0
2022-01-01 19:00:00,-35.05380029211486,-31.09684052580674,-38.25560134140528,83.24354154356594,6.403602098580847,14.324857894525355,20.479557668540423,0.0,0.0,-38.40509198340167,1014.2218138349518,-0.0,0,0,0,0
2022-01-01 20:00:00,-34.594963624342405,-30.270934523816337,-37.43943074936697,89.26379682434867,5.688934250049131,12.726145917359908,22.463791074096818,0.0,0.0,-36.74220425947267,1013.7401185814472,-0.0,0,0,0,0
2022-01-01 21:00:00,-35.740418229536374,-32.33275281316547,-38.88231219210745,89.24353952749011,6.283787925142145,14.056833588542979,25.00165572065911,0.0,0.0,-37.89171032403835,1011.0511861412715,-0.0,0,0,0,0
2022-01-01 22:00:00,-36.346131501649545,-33.423036702969185,-38.97748157559703,84.86846985300764,5.2627001478949795,11.772660230841069,27.29028757702964,0.0,0.0,-39.372437531048014,1010.4734995119672,-0.0,0,0,0,0
2022-01-01 23:00:00,-38.1584741562416,-36.68525348123488,-41.76330001114789,85.28273623189251,7.2096517098125705,16.12799087485072,21.296327961695525,0.0,0.0,-41.1019269098631,1019.3696707661554,-0.0,0,0,0,0
2022-01-02 00:00:00,-38.749247709922436,-37.74864587786038,-41.36022916571442,91.57919280572192,5.22196291158397,11.681531033213341,17.073475162079657,0.0,0.0,-40.433409148778054,1009.5451269542543,-0.0,0,0,0,0
2022-01-02 01:00:00,-38.272062927746056,-36.8897132699429,-41.15714534532416,75.55016920757316,5.770164835156212,12.907858736244448,9.695177188582985,0.0,0.0,-43.16202908623142,1010.49885927389,-0.0,0,0,0,0
2022-01-02 02:00:00,-38.743003764414446,-37.737406775946,-42.615299690826184,100.0,7.74459185282347,17.324651974766105,1.2174377501954519,0.0,0.0,-38.743003764414446,1002.0074066422236,-0.0,0,0,0,0
2022-01-02 03:00:00,-37.34363985738897,-35.21855174330014,-40.995600526788145,63.20015107705978,7.303921338798353,16.338872034891917,0.4562033184120806,0.0,0.0,-44.70360964197702,1017.3820736042752,-0.0,0,0,0,0
2022-01-02 04:00:00,-36.709910405386495,-34.077838729695685,-39.27395335248007,97.90905002441355,5.128085894187146,11.471528145296647,15.575903998212763,0.0,0.0,-37.12810040050378,1014.1038367224166,-0.0,0,0,0,0
2022-01-02 05:00:00,-35.57677492200732,-32.03819485961317,-38.62351748741127,82.33653217675203,6.093485130807901,13.631126237617275,34.40880585772361,4.449060915819752,0.0,-39.10946848665691,1021.1529222592526,-0.0,0,0,0,0
2022-01-02 06:00:00,-34.66182338548364,-30.391282093870565,-37.38953218558504,92.35670983545776,5.45541760020279,12.203769171653642,44.10650755958369,49.41403233431874,0.0,-36.19048141839209,1008.9022910306053,-0.0,0,0,0,0
